Title,Lyrics,Sentiment Score,Sentiment Category
Pray For Me,"(Ooh, ooh, ooh, ooh)

I'm always ready for a war again (A war again)
Go down that road again (That road again)
It's all the same (It's all the same)
I'm always ready to take a life again (That life again)
You know I'll ride again (I'll ride again)
It's all the same (Ooh, ooh, ooh)

Tell me who's gon' save me from myself
When this life is all I know
Tell me who's gon' save me from this hell
Without you, I'm all alone

Who gon' pray for me? Take my pain for me?
Save my soul for me? 'Cause I'm alone, you see
If I'm gon' die for you, if I'm gon' kill for you
Then I'll spill this blood for you, hey

I fight the world, I fight you, I fight myself
I fight God, just tell me how many burdens left
I fight pain and hurricanes, today, I wept
I'm tryna fight back tears, flood on my doorsteps
Life a livin' hell, puddles of blood in the streets
Shooters on top of the building, government aid ain't relief
Earthquake, the body dropped, the ground breaks
The poor run with smoke lungs and Scarface
Who need a hero? (Hero)
You need a hero, look in the mirror, there go your hero
Who on the front lines at ground zero? (Hero)
My heart don't skip a beat, even when hard times bumps the needle
Mass destruction and mass corruption, the souls of sufferin' men
Clutchin' on deaf ears again, rapture's comin'
It's all prophecy and if I gotta be
Sacrificed for the greater good, then that's what it gotta be

Who gon' pray for me? Take my pain for me?
Save my soul for me? 'Cause I'm alone, you see
If I'm gon' die for you, if I'm gon' kill for you
Then I'll spill this blood for you, hey

Hey, hey (La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la)
Hey, hey (La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la)
Hey, hey (La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la)
Hey, hey (La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la)

Who gon' pray for me? Take my pain for me?
Save my soul for me? 'Cause I'm alone, you see
If I'm gon' die for you, if I'm gon' kill for you
Then I'll spill this blood for you, hey
[Outro: Kendrick Lamar & The Weeknd, 
The Weeknd
]
Just in case my faith go, I'll live by my own law
I'll live by my own law, I'll live by my own
Just in case my faith go, I'll live by my own law
I'll live by my own law, I'll live by my own
La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la",0.23734459984459982,Positive
In Your Eyes,"Ooh, yeah

I just pretend that I'm in the dark and
I don't regret 'cause my heart can't take a loss
I'd rather be so oblivious
I'd rather be with you

When it's said, when it's done, yeah
I don't ever wanna know
I can tell what you done, yeah
When I look at you

In your eyes
I see there's something burning inside you
Oh, inside you
In your eyes
I know it hurts to smile, but you try to
Oh, you try to
You always try to hide the pain
You always know just what to say
I always look the other way
I'm blind, I'm blind
In your eyes
You lie, but I don't let it define you
Oh, define you

I tried to find love
In someone else too many times
But I hope you know I mean it (Mean it)
When I tell you you're the one that was on my mind, oh

When it's said, when it's done, yeah
I would never let you know (Let you know)
I'm ashamed of what I've done, yeah
When I look at you

In your eyes (Your eyes)
I see there's something burning inside you (Inside you)
Oh, inside you (Oh, inside you)
In your eyes
I know it hurts to smile, but you try to (But you try to)
Oh, you try to (You try to)
You always try to hide the pain (Oh, oh)
You always know just what to say (Oh, dear)
I always look the other way
I'm blind, I'm blind
In your eyes
You lie, but I don't let it define you (Hey)
Oh, define you

In your eyes
I see there's something burning inside you
Oh, inside you
You always try to hide the pain
You always know just what to say
I always look the other way
I'm blind, I'm blind
In your eyes
You lie, but I don't let it define you
Oh, define you",-0.159375,Negative
Low Life (feat. The Weeknd),"I turn the SoFi to a poor house
It's like eviction number four now
Go 'head and ash it on the floor now
Girl, go 'head and show me how you go down
And I feel my whole body peakin' (Yeah)
And I'm fuckin' anybody with they legs wide
Got me faded with some bitches from the West Side (Woo)
East coast nigga reppin' North Side, never waste a
Bitch, I'm on my own time, fuck a nigga co-sign
Always change my number and my phone line (And my)
Baby girl, I don't lie, used to have no money for a crib
Now, my room service bill cost your
They try to stunt me, I go all out military
I'm camo'd all out, like I'm in the military
And free up all my niggas locked up in the peni'
'Cause I'm always reppin' for that

Reppin' for that low life, low life, low life, low life
Got me reppin' for the low life
Said I'm reppin' for that low life
Low life, low life, low life, oh yeah
Said I'm reppin' for that low life tonight
'Cause we sold out The SoFi three times",0.00222222222222222,Positive
You Right,"[Pre-Chorus: Doja Cat]
I got a man, but I want you
I got a man, but I want you
And it's just nerves, it's just dick
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you
And you're right

[Chorus: Doja Cat]
You right, I
Got my guy
But I, I
Can't help it, I want you
Said you right, I
Got my guy
But I, I
Can't help it, I want you

[Verse 1: Doja Cat]
I can't stop and look the other way
'Cause I know what could be, babe
And you never feel the same
You'd be thinkin' 'bout it every day
Don't believe in fairytales
But we got our fantasies
And it's me and you, no she
Tryna be all through your sheets
Have you all on top of me
Actin' like it's not that deep
Oh, you could take it out on me
Tell me what it's 'bout to be
Really feel it's bound to bе
I can't tell no one, but they all know

[Pre-Chorus: Doja Cat]
I got a man, but I want you
I got a man, but I want you
And it's just nеrves, it's just dick
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you
And you're right

[Chorus: Doja Cat]
You right, I (You right)
Got my guy (You right)
But I, I
Can't help it, I want you
Said you right, I (You right)
Got my guy (You right)
But I, I
Can't help it, I want you

[Verse 2: The Weeknd]
Girl, I want you like you want me too
I feel that energy (Oh yeah)
When you're on top of me (Oh yeah)
I know your man, he ain't controllin' you
But you still hesitate (Oh)
'Cause you choose loyalty (Oh yeah)
And I know your history (Hey)
Met him before your peak (Hey)
He's so connected to that woman that you used to be
But-but-but this sex will cloud your memory
A couple strokes to put it in, then you'll belong to me

[Pre-Chorus: Doja Cat & The Weeknd]
I got a man, but I want you
I got a man, but I want you (Oh)
And it's just nerves, it's just dick
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you (Yeah, yeah, yeah, yeah, yeah)
And you're right

[Chorus: Doja Cat]
You right, I (Right)
Got my guy (I got my)
But I, I (I)
Can't help it, I want you
Said you right, I (Yeah)
Got my guy (Yeah)
But I, I (Yeah)
Can't help it, I want you",0.23400349650349647,Positive
Party Monster,"I'm good, I'm good, I'm great
Know it's been a while, now I'm mixin' up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand
I'm good, I'm good, I'm great
Know it's been a while, now I'm mixin' up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand

And I seen her get rich hittin' the pole
I've seen her, I knew she had to know
I've seen her take down that tequila
Down by the liter, I knew I had to meet her
Ooh, she mine, ooh, girl, bump and grind
Ooh, she mine, ooh, girl, bump a line
Angelina, lips like Angelina
Like Selena, ass shaped like Selena

I'm like, got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)

I'm good, I'm good, I'm great
Know it's been a while, now I'm mixin' up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand
I'm good, I'm good, I'm great
Know it's been a while, now I'm mixin' up the drank
I just need a girl who gon' really understand
I just need a girl who gon' really understand

I been poppin', just took three in a row
I'm down to do it again, I'm on a roll
I've seen him outside tryna reach her
You tryna leave him, you said I'm the reason
Tell me lies, ooh, girl, tell me lies
Say you're mine, I'm yours for the night
I'm the realest, she said I'm the realest
Head be genius, dick game be the meanest

I'm like, got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Woke up by a girl, I don't even know her name
(Woke up, woke up by a girl, I don't even know her name)

Yeah
Ooh, yeah
Ooh, yeah
Oh, yeah (Yeah)
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Bitches in my new spot, crowdin' up my space
Had to check the safe, check the dresser for my chains
Got up, thank the Lord for the day
Woke up by a girl, I don't even know her name
Bitches in my new spot, crowdin' up my space
Had to check the safe, check the dresser for my chains
[Interlude: The Weeknd & 
Lana Del Rey
]
Paranoid (
Paranoid
)
Paranoid (
Oh, paranoid
)
Paranoid (
Oh, paranoid
)
But I see somethin' in you (
You're paranoid
)
Paranoid (
Paranoid
)
Paranoid (
Oh, paranoid
)
Paranoid (
Oh, paranoid
)
But I see somethin' in you (I see somethin' in you)
[Outro: The Weeknd & 
Lana Del Rey
]
(Got up, thank the Lord for the day)
(Woke up by a girl, I don't even know her name)
(Woke up by a girl, I don't even know her name)
(Woke up, woke up by a girl, I don't even know her name)
(Got up, thank the Lord for the day)
(Woke up by a girl, I don't even know her name)
(Woke up by a girl, I don't even know her name)
(Woke up, woke up by a girl, I don't even know her name)
You're paranoid",0.3727020202020202,Positive
Is There Someone Else?,"I know that you're hiding something from me
That's been close to your heart
And I felt it creepin' up every day
Baby, right from the start
I know that look you give when we're fighting (Fighting)
We're fighting (Fighting)
'Cause I used to be the one who was lying (Lying)
Oh, lying (Lying)

Oh, is there someone else or not?
'Cause I wanna keep you close
I don't wanna lose my spot
'Cause I need to know
If you're hurting him, or you're hurting me
If I ain't with you, I don't wanna be
Is there someone else or not?
Ooh, or not?

I don't deservе someone loyal to me
Don't you think I see?
And I don't want to bе a prisoner to who I used to be
I swear I changed my ways for the better, the better
'Cause I wanna be with you forever, forever

Oh, is there someone else or not?
'Cause I wanna keep you close
I don't wanna lose my spot
'Cause I need to know
If you're hurting him, or you're hurting me
If I ain't with you, I don't wanna be
Is there someone else or not?
Ooh, or 
not?",0.40476190476190477,Positive
One Right Now (with The Weeknd),"Lyrics from Snippet

So just me leave me alone now
We're not in touch no more

You said you loved me but I don't care (Hey)
That I broke my hand on the same wall
That you told me that he...",0.15,Positive
Wicked Games,"Woah, woah, ehh

I left my girl back home
I don't love her no more
And she'll never fucking know that
These fucking eyes that I'm staring at
Let me see that ass
Look at all this cash
And I emptied out my cards too
Now I'm fucking leaning on that

Bring your love, baby, I could bring my shame
Bring the drugs, baby, I could bring my pain
I got my heart right here
I got my scars right here
Bring the cups, baby, I could bring the drank
Bring your body, baby, I could bring you fame
And that's my motherfucking words too
Just let me motherfucking love you

Listen, ma, I'll give you all I got
Get me off of this, I need confidence in myself (Yeah, yeah, yeah, ohh, yeah)
Ohh, listen, ma, I'll give you all of me
Give me all of it, I need all of it to myself (Woah, woah)
So tell me you love me
(Only for tonight, only for the night)
Even though you don't love me (Ohh, ohh)
Just tell me you love me
(I'll give you what I need, I'll give you all of me)
Even though you don't love me (Ohh, ohh) (yeah, yeah) (yeah, yeah)

Let me see you dance
I love to watch you dance
Take you down another level
And get you dancing with the Devil
Take a shot of this
But I'm warning you
I'm on that shit that you can't smell, baby
So, put down your perfume

Bring your love, baby, I could bring my shame
Bring the drugs, baby, I could bring my pain
Oh, I got my heart right here
Oh, I got my scars right here
Bring the cups, baby, I could bring the drank
Bring your body, baby, I could bring you fame
And that's my motherfucking words too, ayy
So let me motherfucking love you

Listen, ma, I'll give you all I got
Get me off of this (off of this), I need confidence (confidence)  in myself (Ooh, eh, ehh)
Listen, ma, I'll give you all of me (Ooh)
Give me all of it, I need all of it to myself (I need all of it)
So tell me you love me, yeah
(Only for tonight, only for the night)
Even though you don't love me (Ohh, ohh)
Just tell me you love me
(I'll give you what I need, I'll give you all of me)
Even though you don't love me (Ohh, ohh)
Ohh",0.20908858166922684,Positive
In The Night,"All alone, she was livin'
In a world without an end or beginnin'
Baby girl was livin' life for the feelin'
But I don't mind, I don't mind, oh
And all the wrongs she committed
She was numb and she was so co-dependent
She was young and all she had was the city
But I don't mind, I don't mind

And I know (Know)
That she's capable of anything, it's riveting
But when (When)
You wake up, she's always gone, gone, gone, oh

In the night, she hears him calling
In the night, she's dancin' to relieve the pain
She'll never walk away
I don't think you understand
In the night, when she comes crawlin'
Dollar bills and tears keep fallin' down her face
She'll never walk away
I don't think you understand

He sang a song when he did it
He was cold and he was so unforgiving
Now she dances to the song on the minute
Yeah, all the time (All the time), all the time (All the time), oh
It make her weak when she hear it
And it got her on her knees like religion
She was young and she was forced to be a woman
Yeah, all the time (All the time), all the time (All the time)

And I know (Know)
That she's capable of anything, it's riveting
But when (When)
You wake up, she's always gone, gone, gone, oh

In the night, she hears him calling
In the night, she's dancin' to relieve the pain
She'll never walk away
I don't think you understand
In the night, when she comes crawlin' (Yeah)
Dollar bills and tears keep fallin' down her face (Fallin' down her face)
She'll never walk away
I don't think you understand

Oh, baby
I don't think you understand (Woo)
I don't think you understand (Ohh)
I don't think you understand
Oh, no, no, no
I don't think you understand (Hey)

In the night, she hears him calling (Yeah)
In the night, she's dancin' to relieve the pain (To relieve the pain)
She'll never walk away (No-no-no-no-no)
I don't think you understand (Hey)
In the night, when she comes crawlin' (Ooh)
Dollar bills and tears keep fallin' down her face (It's fallin' down her face)
She'll never walk away
I don't think you understand",-0.07018518518518518,Negative
Acquainted,"Baby, you're no good
'Cause they warned me 'bout your type, girl, I've been ducking left and right
Baby, you're no good
Think I fell for you, I fell for you, I fell for you

You got me puttin' time in, time in
Nobody got me feelin' this way
You probably think I'm lyin', lyin'
I'm used to bitches comin' right 'way

You got me touchin' on your body
You got me touchin' on your body
To say that we're in love is dangerous
But girl, I'm so glad we're acquainted, oh
I'll get you touchin' on your body
I'll get you touchin' on your body
I know I'd rather be complacent
But girl, I'm so glad we're acquainted
We're acquainted

Baby, you're no good
All my niggas think I'm crazy 'cause I'm thinkin' 'bout us lately
But really if I could
I'd forget about you, 'get about you, 'get about you

You got me puttin' time in, time in
Nobody got me feelin' this way
You probably think I'm lyin', lyin'
I'm used to bitches comin' right 'way

You got me touchin' on your body
You got me touchin' on your body
To say that we're in love is dangerous
But girl, I'm so glad we're acquainted, oh
I got you touchin' on your body
I got you touchin' on your body
I know I'd rather be complacent
But girl, I'm so glad we're acquainted
We're acquainted

Momma called me cryin', cryin', cryin', cryin'
'Cause I won't find somebody that's real (She wants somebody that's real), yeah
'Cause every time I try to, try to, try to run
The fast life keeps gaining on me (The fast life keeps gaining on me), sh-yeah
But ever since I met you (Ever since I met you)
I couldn't believe what you did
So comfort me, babe, ain't no rush from me, babe
(Woooooh)

I'll keep on touchin' on your body
I'll keep on touchin' on your body
To say that we're in love is dangerous
But girl, I'm so glad we're acquainted, oh
I got you touchin' on your body (Touchin' on your body)
I got you touchin' on your body (Touchin' on your body)
I know I'd rather be complacent
But girl, I'm so glad we're acquainted
We're acquainted

I'm not tryna talk at all
'Cause I'm tryna love you crazy
Put some more inside your cup
And drink 'til you numb the pain
I got you touchin' on your body
These girls keep touchin' on they body
They got accustomed to the life we live
These girls born in the '90s are dangerous
I got 'em thinkin' that they want me
Although, they know they not the only
I got 'em wanting to embrace their sins
These girls born in the '90s are dangerous",0.13735242030696582,Positive
Out of Time,"Yeah, yeah

The last few months, I've been workin' on me, baby
There's so much trauma in my life
I've been so cold to the ones who loved me, baby
I look back now and I realize

And I remember when I held you
You begged me with your drowning eyes to stay
And I regret I didn't tell you
Now I can't keep you from loving him
You made up your mind

Say I love you, girl, but I'm out of time
Say I'm there for you, but I'm out of time
Say that I'll care for you, but I'm out of time
Said I'm too late to make you mine, out of time (Ah)

If he mess up just a little
Baby, you know my line
If you don't trust him a little
Then come right back, girl, come right back
Give me one chance, just a little
Baby, I'll treat you right
And I'll love you like I shoulda loved you all the time

And I remember when I held you (Held you, baby)
You begged me with your drowning eyes to stay (Never again, baby)
And I regret I didn't tell you (Hey)
Now I can't keep you from loving him
You made up your mind (Uh)

Say I love you, girl, but I'm out of time
Say I'm there for you, but I'm out of time (No)
Say that I'll care for you, but I'm out of time (Hey)
Said I'm too late to make you mine, out of time (Ah)
[Outro: The Weeknd & 
Tomoko Aran
]
Ooh, singin', out of time
Said I had you to myself, but I'm out of time
Say that I'll care for you, but I'm out of time
But I'm too late to make you mine, out of time (Uh)
Out of time (
Pretend—
)
Out of time (
Pretend—
)

Don't you dare touch that dial
Because like the song says, you are out of time
You're almost there, but don't panic
There's still more music to come
Before you're completely engulfed in the blissful embrace of that little light you see in the distance
Soon you'll be healed, forgiven, and refreshed
Free from all trauma, pain, guilt, and shame
You may even forget your own name
But before you dwell in that house forever
Here's thirty minutes of easy listening to some slow tracks
On 103.5 Dawn FM",0.14579613095238095,Positive
LA FAMA,"[Letra de ""LA FAMA"" ft. The Weeknd]

[Verso 1: ROSALÍA]
Lo que pasó a ti te lo cuento
No creas que no dolió o que me lo invento
Así es que se dio
Yo tenía a mi bebé, era algo bien especial
Pero me obsesioné con algo que a él le hacía mal
Miles de cancione' en mi mente
Y él me lo notaba
Y él tanta’ vece' que me lo decía
Y yo como si nada

[Coro: The Weeknd]
Es mala amante la fama, no va a quererte de verdad
Es demasia'o traicionera, y como ella viene, se te va
Sabe’ que será celosa, yo nunca le confiaré
Si quiere', duerme con ella, pero nunca la vayas a casar

[Verso 2: The Weeknd]
Lo que pasó me ha dejado en vela
Ya no puedo ni pensar
La sangre le hierve, siempre quiere más
Puñalaítas da su ambición
En el pecho afilada, es lo peor

[Coro: ROSALÍA]
Es mala amante la fama y no va a quererme de verdad
Es demasia'o traicionera, y como ella viene, se me va
Yo sé que será celosa, yo nunca le confiaré
Si quiero, duermo con ella, pero nunca me la voy a casar

[Puente: ROSALÍA & The Weeknd]
No hay manera
De que esta obsesión se me fuera
Se me fuera, ya desaparezca
Yo aún no he aprendío' la manera
No hay manera que desaparezca

[Coro: The Weeknd & ROSALÍA]
Es mala amante la fama, no va a quererte de verdad
Es demasia'o traicionera, y como ella viene, se te va
Yo sé que será celosa, yo nunca le confiaré
Si quiero, duermo con ella, pero nunca me la voy a casar",0.0,Neutral
The Morning,"I'm fucking gone right now
I'm fucking gone right now
""Listen, listen""

From the morning to the evening
Complaints from the tenants
Got the walls kicking like they six months pregnant
Drinking Alizé with our cereal for breakfast
Girls calling cabs at dawn quarter to seven
Sky's getting cold, we're flying from the north
Rockin' with our city like a sold out show
House full of pros that specialize in the ho'in'
Make that money rain as they taking off they clothes
Order plane tickets
Cali is the mission
Visit every month like I'm split life living
Let the world listen
If a hater's caught slipping
Then my niggas stay tight
Got my back like Pippen
Fast life gripping
Yeah, we still tippin'
Codeine cups paint a picture so vivid
Fakes try to mimic
Get girls timid
But behind closed doors they get poles so rigid

All that money, the money is the motive
All that money, the money is the motive
All that money, the money she be folding
Girl, put in work, girl, girl, put in work
Girl, put in work, girl, girl, put in work
Girl, put in work

Push it to the limit
Push it through the pain
I push it for the pleasure like a virgin to the game
A virgin to that money
A virgin to the fame
So this my only chance
And when I'm over only pray
That I flow from the bottom
Closer to the top
The higher that I climb
The harder I'ma drop
These pussy ass niggas tryna hold on to their credit
So I tell them use a debit
Watch they image start to lessen
I warn them like discretion
Why these niggas testing?
Always fucking testing
Why these niggas testing?
Shit that I got them on straight bar hopping
To the music of the ambiance
Get shit popping
Zombies of the night (Zombies of the night)
Niggas ain't talking if they hyping to the crew
Get it in like pockets
Downtown loving
When the moon coming
Only place to find bassheads and hot women

All that money, the money is the motive
All that money, the money is the motive
All that money, the money she be folding
Girl, put in work, girl, girl, put in work
Girl, put in work, girl, girl, put in work
Girl, put in work

Better slow down
She'll feel it in the morning
Ain't the kind of girl you'll be seeing in the morning
Too damn raw, ain't no nigga with her rollin'
Ain't no nigga that she holding
Man, her love is too damn foreign
Look at all that money
The money is the motive (The money is the motive)
All that money
The money she be folding (The money she be folding)
Girl, put in work, girl, girl, put in work
Girl, put in work, girl, girl, put in work

All that money, the money is the motive
All that money, the money is the motive
All that money, the money she be folding
Girl, put in work, girl, girl, put in work
Girl, put in work, girl, girl, put in work
Girl, put in work",0.016853305424733993,Positive
Smile (with The Weeknd),No Lyrics Found,,
Take My Breath - Single Version,No Lyrics Found,,
Hurricane,Error Fetching Lyrics,,
Sidewalks,"Uh, uh, uh, uh-uh, uh, yeah, like

I ran out of tears when I was eighteen
So nobody made me but the main streets
'Cause too many people think they made me
Well, if they really made me, then replace me
Homeless to Forbes List, these niggas bring no stress
I feel like Moses, I feel like I'm chosen
And if you ain't my nigga, then your girl single to me
I don't give a damn if a nigga said he knew me
Grew up with no father so nobody ever ""son"" me
My flow too sick, Kevin Costner couldn't touch me
I know you wish that nobody ever love me
I feel useless when I'm never makin' money, ah
Well, this the life we always fantasized
Rich folk problem through a Queen Street nigga's eyes
Every time you see me pullin' up in Aventadors
Just know we been grindin' on them sidewalks

Sidewalks saved my life
They don't ever lie
Sidewalks saved my life
They show me all the signs

They don't let me down
But they lead me on
And they don't let me down
But they lead me on
And they lead me on

Say, say, say
I come from murder one, brung late night melee
Say, say, say
We hung all summer, sprung mattress with bae bae
Say, say, say
Trippin' off Dyke and my name strike with pay day
Say, say, say
Flippin' blue lightnin', tightenin', strapped with AK
Say, say, say
OG one, told me one, show me one, eight ways
How to segue
Pussy, power, profit and headache
I reminisce my life innocence or life innocent
Or life intimate, with fame
Light limo tint with light women, dark women in it
Aw, Kenny, good game
She wanna hang with a Starboy
The sun and the moon and star, boy
Astronomer, anonymous
I line 'em up, we grind 'em up, there's nine of us
And five of us have probably fucked
She mollied up, I tallied up all the parts, boy
Twenty legs, arms, head (Head)
Head, head, more head (Head)
Oh God, bless the dead (Yup)
I'm livin' life, high off life
I wear my chokes off to bed
I'm the greatest nigga, why you scared to say it?
I wanna rock, I wanna rock
I wanna cop more land, I never stop
I wanna quick advance on a bill if it ain't one
Break everything, I'm a hustler, came from

Sidewalks saved my life (Sidewalks saved my life)
They don't ever lie
Sidewalks saved my life (Sidewalks saved my life)
They show me all the signs

They don't let me down
But they lead me on
And they don't let me down
But they lead me on
And they lead me on",0.10275226757369615,Positive
Sacrifice,"I was born in a city
Where the winter nights don't ever sleep
So this life's always with me
The ice inside my veins will never bleed

My, ooh
My, ooh

Uh, every time you try to fix me
I know you'll never find that missing piece
When you cry and say you miss me
I lie and tell you that I'll never leave, but

I sacrificed (Sacrificed)
Your love for more of the night (Of the night)
I try to put up a fight (Up a fight)
Can't tie me down (Down)

I don't wanna sacrifice
For your love, I try
I don't wanna sacrifice
But I love my timе

My, ooh
My, ooh

I hold you through the toughest parts
When you feel likе it's the end
'Cause life is still worth living
Yeah, this life is still worth living
I can break you down and pick you up
And fuck like we are friends
But don't be catchin' feelings
Don't be out here catchin' feelings 'cause

I sacrificed (Sacrificed)
Your love for more of the night (Of the night)
I try to put up a fight (Up a fight)
Can't tie me down (Down, down, down)

I don't wanna sacrifice
For your love, I try
I don't wanna sacrifice
But I love my time
I don't wanna sacrifice
For your love (Oh), I try
I don't wanna sacrifice
But I love my time (My, ooh)

Oh, baby
I hope you know that I, I tried
Oh, baby (Baby)
I hope you know I love my time, oh

I don't wanna sacrifice
I don't wanna, I try (Hey)
I don't wanna sacrifice
But I love my time
My, ooh
My, ooh",0.2135265700483092,Positive
House Of Balloons / Glass Table Girls,"Uh, oh, ayy, yeah, yeah

Been on another level since you came, no more pain
You look into my eyes, you can't recognize my face
You're in my world now, you can stay, you can stay
But you belong to me, ooh, you belong to me

If it hurts to breathe, open a window (Woo-ooh)
Oh, your mind wants to leave (Leave), but you can't go

Oh, this is a happy house (A happy house)
We're happy here (We're happy here)
In a happy house
Oh this is fun, fun, fun, fun
Fun, fun, fun, fun
Fun, fun, fun, fun

Music got you lost
Nights pass so much quicker than the days did
Same clothes, you ain't ready for your day shift
This place will burn you up
But, baby, it's okay, them my niggas next door
And they working in the trap, so get naughty if you want
So don't blame it on me that you didn't call your home
So don't blame it on me, girl, 'cause you wanted to have fun

If it hurts (Woo) to breathe
Open a window (Yeah, yeah, yeah)
Oh, your mind wants to leave but you can't go (Ooh)

This is a happy house
We're happy here in a happy house
Oh this is fun, fun, fun, fun (This is fun)
Fun, fun, fun, fun (This is fun to me)
Fun, fun, fun, fun (Ooh)


Bring the 707 out
Bring the 707 out
Bring the 707 out
Bring the 707 out
Bring the 707 out
Bring the 7

Two puffs for the lady who be down for that
Whatever, together
Bring your own stash of the greatest, trade it
Roll a dub, burn a dub, cough a dub, taste it
Then watch us chase it
With a handful of pills, no chasers
Jaw clenching on some super-sized papers
And she bad and her head bad
Escaping, her van is a Wonderland
And it's half-past six
Read skies 'cause time don't exist
But when the stars shine back to the crib
Superstar lines back at the crib
And we can test out the tables
We got some brand new tables
All glass and it's four feet wide
But it's a must to get us ten feet high
She give me sex in a handbag
I get her wetter than a wet nap
And no closed doors
So I listen to her moans echo
""I heard he do drugs now""
You heard wrong, I been on it for a minute
We just never act a fool, that's just how we fuckin' live it
And when we act a fool, it's probably 'cause we mixed it
Yeah, I'm always on that okey dokey
Them white boys know the deal, ain't no fuckin' phony
Big O know the deal, he the one who showed me
Watch me ride this fucking beat like he fuckin' told me
""Is that your girl, what's her fucking story?""
""She kinda bad but she ride it like a fucking pony""
I cut down on her man, be her fuckin' story
Yeah, I'm talking 'bout you, man, get to know me
Ain't no offense, though, I promise you
If you a real man, dude, you gon' decide the truth
But I'm a nice dude with some nice dreams
And we could turn this to a nightmare: Elm Street

La, la, la, la, la, la, la, la
I'm so gone, so gone
Bring out the glass tables (Ooh, ooh)
Bring the 707 out
La, la, la, la, la, la, la, la
I'm so gone, so gone
Bring out the glass tables (Ooh, ooh)
Bring the 707 out
La, la, la, la, la, la, la, la
I'm so gone, so gone
Bring out the glass tables (
La, la, la, la, la, la, la, la
) (Ooh, ooh)
Bring the 707 out
La, la, la, la, la, la, la, la
I'm so gone, so gone
Bring out the glass tables
Bring the 707 out (
La, la, la, la, la, la, la, la
)
Bring the 707 out (
La, la, la, la, la, la, la, la
)
Bring the 707 out (
La, la, la, la, la, la, la, la
)
Ooh, 
la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la",0.19405022446689135,Positive
